player,start_time,end_time,quarter,match_delta,match_time,match_end_delta,match_end_time
BS2 JSHC,0 days 00:41:16.200000,0 days 00:41:36.200000,Q2,0 days 00:07:51.199000,07:51,0 days 00:08:11.199000,08:11
BS2 JSHC,0 days 00:43:04.100000,0 days 00:43:24.100000,Q2,0 days 00:09:39.099000,09:39,0 days 00:09:59.099000,09:59
BS2 JSHC,0 days 00:46:39.100000,0 days 00:46:59.100000,Q2,0 days 00:13:14.099000,13:14,0 days 00:13:34.099000,13:34
BS2 JSHC,0 days 01:04:01.901000,0 days 01:04:21.901000,Q3,0 days 00:00:16.700000,00:16,0 days 00:00:36.700000,00:36
BS2 JSHC,0 days 01:10:43.100000,0 days 01:11:03.100000,Q3,0 days 00:06:57.899000,06:57,0 days 00:07:17.899000,07:17
BS2 JSHC,0 days 01:13:50.301000,0 days 01:14:10.301000,Q3,0 days 00:10:05.100000,10:05,0 days 00:10:25.100000,10:25
BS2 JSHC,0 days 01:21:23.001000,0 days 01:21:43.001000,Q3,0 days 00:17:37.800000,17:37,0 days 00:17:57.800000,17:57
BS2 JSHC,0 days 01:22:35.601000,0 days 01:22:55.601000,Q3,0 days 00:18:50.400000,18:50,0 days 00:19:10.400000,19:10
BS2 JSHC,0 days 01:23:03,0 days 01:23:23,Q3,0 days 00:19:17.799000,19:17,0 days 00:19:37.799000,19:37
BS2 JSHC,0 days 01:26:23.003000,0 days 01:26:43.003000,Q4,0 days 00:00:21.203000,00:21,0 days 00:00:41.203000,00:41
BS2 JSHC,0 days 01:31:27.017000,0 days 01:31:47.017000,Q4,0 days 00:05:25.217000,05:25,0 days 00:05:45.217000,05:45
BS2 JSHC,0 days 01:36:16.704000,0 days 01:36:36.704000,Q4,0 days 00:10:14.904000,10:14,0 days 00:10:34.904000,10:34
BS2 JSHC,0 days 01:36:52.501000,0 days 01:37:12.501000,Q4,0 days 00:10:50.701000,10:50,0 days 00:11:10.701000,11:10
BS2 JSHC,0 days 01:38:45,0 days 01:39:05,Q4,0 days 00:12:43.200000,12:43,0 days 00:13:03.200000,13:03
BS2 JSHC,0 days 01:39:05.011000,0 days 01:39:20.301000,Q4,0 days 00:13:03.211000,13:03,0 days 00:13:18.501000,13:18
BS2 JSHC,0 days 01:39:41.100000,0 days 01:40:01.100000,Q4,0 days 00:13:39.300000,13:39,0 days 00:13:59.300000,13:59
BS2 JSHC,0 days 01:40:24.001000,0 days 01:40:44.001000,Q4,0 days 00:14:22.201000,14:22,0 days 00:14:42.201000,14:42
BS3 JSHC,0 days 00:12:05.300000,0 days 00:12:25.300000,Q1,0 days 00:00:02.099000,00:02,0 days 00:00:22.099000,00:22
BS3 JSHC,0 days 00:12:29.400000,0 days 00:12:49.400000,Q1,0 days 00:00:26.199000,00:26,0 days 00:00:46.199000,00:46
BS3 JSHC,0 days 00:12:49.410000,0 days 00:12:58.301000,Q1,0 days 00:00:46.209000,00:46,0 days 00:00:55.100000,00:55
BS3 JSHC,0 days 00:14:37.101000,0 days 00:14:57.101000,Q1,0 days 00:02:33.900000,02:33,0 days 00:02:53.900000,02:53
BS3 JSHC,0 days 00:19:07.801000,0 days 00:19:27.801000,Q1,0 days 00:07:04.600000,07:04,0 days 00:07:24.600000,07:24
BS3 JSHC,0 days 00:20:05.300000,0 days 00:20:13.891000,Q1,0 days 00:08:02.099000,08:02,0 days 00:08:10.690000,08:10
BS3 JSHC,0 days 00:20:13.901000,0 days 00:20:28.901000,Q1,0 days 00:08:10.700000,08:10,0 days 00:08:25.700000,08:25
BS3 JSHC,0 days 00:25:46.201000,0 days 00:26:06.201000,Q1,0 days 00:13:43,13:43,0 days 00:14:03,14:03
BS3 JSHC,0 days 00:26:35,0 days 00:26:55,Q1,0 days 00:14:31.799000,14:31,0 days 00:14:51.799000,14:51
BS3 JSHC,0 days 00:26:55.801000,0 days 00:27:15.801000,Q1,0 days 00:14:52.600000,14:52,0 days 00:15:12.600000,15:12
BS3 JSHC,0 days 00:33:26.800000,0 days 00:33:46.800000,Q2,0 days 00:00:01.799000,00:01,0 days 00:00:21.799000,00:21
BS3 JSHC,0 days 00:41:29.209000,0 days 00:41:49.209000,Q2,0 days 00:08:04.208000,08:04,0 days 00:08:24.208000,08:24
BS3 JSHC,0 days 00:44:40.501000,0 days 00:45:00.501000,Q2,0 days 00:11:15.500000,11:15,0 days 00:11:35.500000,11:35
BS3 JSHC,0 days 01:09:36.401000,0 days 01:09:56.401000,Q3,0 days 00:05:51.200000,05:51,0 days 00:06:11.200000,06:11
BS3 JSHC,0 days 01:13:16.606000,0 days 01:13:36.606000,Q3,0 days 00:09:31.405000,09:31,0 days 00:09:51.405000,09:51
BS3 JSHC,0 days 01:13:36.616000,0 days 01:13:41.092000,Q3,0 days 00:09:51.415000,09:51,0 days 00:09:55.891000,09:55
BS3 JSHC,0 days 01:13:41.102000,0 days 01:13:56.102000,Q3,0 days 00:09:55.901000,09:55,0 days 00:10:10.901000,10:10
BS3 JSHC,0 days 01:28:04.600000,0 days 01:28:24.600000,Q4,0 days 00:02:02.800000,02:02,0 days 00:02:22.800000,02:22
BS3 JSHC,0 days 01:29:24.600000,0 days 01:29:44.600000,Q4,0 days 00:03:22.800000,03:22,0 days 00:03:42.800000,03:42
BS3 JSHC,0 days 01:36:35.401000,0 days 01:36:55.401000,Q4,0 days 00:10:33.601000,10:33,0 days 00:10:53.601000,10:53
BS3 JSHC,0 days 01:37:32.001000,0 days 01:37:52.001000,Q4,0 days 00:11:30.201000,11:30,0 days 00:11:50.201000,11:50
BS3 JSHC,0 days 01:40:27.200000,0 days 01:40:47.200000,Q4,0 days 00:14:25.400000,14:25,0 days 00:14:45.400000,14:45
BS3 SRBT,0 days 00:13:32.400000,0 days 00:13:52.400000,Q1,0 days 00:01:29.199000,01:29,0 days 00:01:49.199000,01:49
BS3 SRBT,0 days 00:13:59.100000,0 days 00:14:19.100000,Q1,0 days 00:01:55.899000,01:55,0 days 00:02:15.899000,02:15
BS3 SRBT,0 days 00:19:33.301000,0 days 00:19:53.301000,Q1,0 days 00:07:30.100000,07:30,0 days 00:07:50.100000,07:50
BS3 SRBT,0 days 00:38:21.900000,0 days 00:38:41.900000,Q2,0 days 00:04:56.899000,04:56,0 days 00:05:16.899000,05:16
BS3 SRBT,0 days 00:41:20.801000,0 days 00:41:40.801000,Q2,0 days 00:07:55.800000,07:55,0 days 00:08:15.800000,08:15
BS3 SRBT,0 days 00:48:58.905000,0 days 00:49:18.905000,Q2,0 days 00:15:33.904000,15:33,0 days 00:15:53.904000,15:53
BS3 SRBT,0 days 01:03:47.101000,0 days 01:03:55.791000,Q3,0 days 00:00:01.900000,00:01,0 days 00:00:10.590000,00:10
BS3 SRBT,0 days 01:03:55.801000,0 days 01:04:10.801000,Q3,0 days 00:00:10.600000,00:10,0 days 00:00:25.600000,00:25
BS3 SRBT,0 days 01:13:26.501000,0 days 01:13:46.501000,Q3,0 days 00:09:41.300000,09:41,0 days 00:10:01.300000,10:01
BS3 SRBT,0 days 01:14:33.201000,0 days 01:14:53.201000,Q3,0 days 00:10:48,10:48,0 days 00:11:08,11:08
BS3 SRBT,0 days 01:22:55.700000,0 days 01:23:15.700000,Q3,0 days 00:19:10.499000,19:10,0 days 00:19:30.499000,19:30
BS3 SRBT,0 days 01:26:06.200000,0 days 01:26:26.200000,Q4,0 days 00:00:04.400000,00:04,0 days 00:00:24.400000,00:24
BS3 SRBT,0 days 01:27:57.600000,0 days 01:28:17.600000,Q4,0 days 00:01:55.800000,01:55,0 days 00:02:15.800000,02:15
BS3 SRBT,0 days 01:30:02.002000,0 days 01:30:15.190000,Q4,0 days 00:04:00.202000,04:00,0 days 00:04:13.390000,04:13
BS3 SRBT,0 days 01:30:15.200000,0 days 01:30:30.200000,Q4,0 days 00:04:13.400000,04:13,0 days 00:04:28.400000,04:28
BS3 SRBT,0 days 01:36:50.100000,0 days 01:37:10.100000,Q4,0 days 00:10:48.300000,10:48,0 days 00:11:08.300000,11:08
BS3 SRBT,0 days 01:38:36.701000,0 days 01:38:56.701000,Q4,0 days 00:12:34.901000,12:34,0 days 00:12:54.901000,12:54
BS4  SRBT,0 days 00:12:41.100000,0 days 00:13:01.100000,Q1,0 days 00:00:37.899000,00:37,0 days 00:00:57.899000,00:57
BS4  SRBT,0 days 00:13:01.110000,0 days 00:13:10.200000,Q1,0 days 00:00:57.909000,00:57,0 days 00:01:06.999000,01:06
BS4  SRBT,0 days 00:13:12.200000,0 days 00:13:32.200000,Q1,0 days 00:01:08.999000,01:08,0 days 00:01:28.999000,01:28
BS4  SRBT,0 days 00:13:32.210000,0 days 00:13:44,Q1,0 days 00:01:29.009000,01:29,0 days 00:01:40.799000,01:40
BS4  SRBT,0 days 00:13:44.010000,0 days 00:13:52.800000,Q1,0 days 00:01:40.809000,01:40,0 days 00:01:49.599000,01:49
BS4  SRBT,0 days 00:13:58.100000,0 days 00:14:18.100000,Q1,0 days 00:01:54.899000,01:54,0 days 00:02:14.899000,02:14
BS4  SRBT,0 days 00:15:20.600000,0 days 00:15:40.600000,Q1,0 days 00:03:17.399000,03:17,0 days 00:03:37.399000,03:37
BS4  SRBT,0 days 00:15:42.701000,0 days 00:16:02.701000,Q1,0 days 00:03:39.500000,03:39,0 days 00:03:59.500000,03:59
BS4  SRBT,0 days 00:17:34.800000,0 days 00:17:54.800000,Q1,0 days 00:05:31.599000,05:31,0 days 00:05:51.599000,05:51
BS4  SRBT,0 days 00:22:16.401000,0 days 00:22:36.401000,Q1,0 days 00:10:13.200000,10:13,0 days 00:10:33.200000,10:33
BS4  SRBT,0 days 00:22:36.411000,0 days 00:22:56.100000,Q1,0 days 00:10:33.210000,10:33,0 days 00:10:52.899000,10:52
BS4  SRBT,0 days 00:27:17.601000,0 days 00:27:37.601000,Q1,0 days 00:15:14.400000,15:14,0 days 00:15:34.400000,15:34
BS4  SRBT,0 days 00:30:20.001000,0 days 00:30:40.001000,Q1,0 days 00:18:16.800000,18:16,0 days 00:18:36.800000,18:36
BS4  SRBT,0 days 00:35:47.701000,0 days 00:36:07.701000,Q2,0 days 00:02:22.700000,02:22,0 days 00:02:42.700000,02:42
BS4  SRBT,0 days 00:36:07.711000,0 days 00:36:21.700000,Q2,0 days 00:02:42.710000,02:42,0 days 00:02:56.699000,02:56
BS4  SRBT,0 days 00:36:21.710000,0 days 00:36:35.900000,Q2,0 days 00:02:56.709000,02:56,0 days 00:03:10.899000,03:10
BS4  SRBT,0 days 00:37:42.500000,0 days 00:37:57.091000,Q2,0 days 00:04:17.499000,04:17,0 days 00:04:32.090000,04:32
BS4  SRBT,0 days 00:37:57.101000,0 days 00:38:12.101000,Q2,0 days 00:04:32.100000,04:32,0 days 00:04:47.100000,04:47
BS4  SRBT,0 days 00:38:12.111000,0 days 00:38:29.801000,Q2,0 days 00:04:47.110000,04:47,0 days 00:05:04.800000,05:04
BS4  SRBT,0 days 00:38:29.811000,0 days 00:38:48.100000,Q2,0 days 00:05:04.810000,05:04,0 days 00:05:23.099000,05:23
BS4  SRBT,0 days 00:41:55,0 days 00:42:15,Q2,0 days 00:08:29.999000,08:29,0 days 00:08:49.999000,08:49
BS4  SRBT,0 days 00:45:17.700000,0 days 00:45:37.700000,Q2,0 days 00:11:52.699000,11:52,0 days 00:12:12.699000,12:12
BS4  SRBT,0 days 00:45:54.600000,0 days 00:46:14.600000,Q2,0 days 00:12:29.599000,12:29,0 days 00:12:49.599000,12:49
BS4  SRBT,0 days 00:46:40.400000,0 days 00:47:00.400000,Q2,0 days 00:13:15.399000,13:15,0 days 00:13:35.399000,13:35
BS4  SRBT,0 days 00:47:02.201000,0 days 00:47:22.201000,Q2,0 days 00:13:37.200000,13:37,0 days 00:13:57.200000,13:57
BS4  SRBT,0 days 00:49:43.704000,0 days 00:50:03.704000,Q2,0 days 00:16:18.703000,16:18,0 days 00:16:38.703000,16:38
BS4  SRBT,0 days 00:51:36.200000,0 days 00:51:56.200000,Q2,0 days 00:18:11.199000,18:11,0 days 00:18:31.199000,18:31
BS4  SRBT,0 days 00:52:38.601000,0 days 00:52:58.601000,Q2,0 days 00:19:13.600000,19:13,0 days 00:19:33.600000,19:33
BS4  SRBT,0 days 01:03:52.801000,0 days 01:04:12.801000,Q3,0 days 00:00:07.600000,00:07,0 days 00:00:27.600000,00:27
BS4  SRBT,0 days 01:07:55.500000,0 days 01:08:15.500000,Q3,0 days 00:04:10.299000,04:10,0 days 00:04:30.299000,04:30
BS4  SRBT,0 days 01:10:11.300000,0 days 01:10:31.300000,Q3,0 days 00:06:26.099000,06:26,0 days 00:06:46.099000,06:46
BS4  SRBT,0 days 01:13:59.201000,0 days 01:14:19.201000,Q3,0 days 00:10:14,10:14,0 days 00:10:34,10:34
BS4  SRBT,0 days 01:15:10.900000,0 days 01:15:30.900000,Q3,0 days 00:11:25.699000,11:25,0 days 00:11:45.699000,11:45
BS4  SRBT,0 days 01:15:30.910000,0 days 01:15:40.901000,Q3,0 days 00:11:45.709000,11:45,0 days 00:11:55.700000,11:55
BS4  SRBT,0 days 01:16:18.600000,0 days 01:16:38.600000,Q3,0 days 00:12:33.399000,12:33,0 days 00:12:53.399000,12:53
BS4  SRBT,0 days 01:27:24.601000,0 days 01:27:44.601000,Q4,0 days 00:01:22.801000,01:22,0 days 00:01:42.801000,01:42
BS4  SRBT,0 days 01:35:47.801000,0 days 01:36:07.801000,Q4,0 days 00:09:46.001000,09:46,0 days 00:10:06.001000,10:06
BS4  SRBT,0 days 01:37:28.500000,0 days 01:37:48.500000,Q4,0 days 00:11:26.700000,11:26,0 days 00:11:46.700000,11:46
BS4  SRBT,0 days 01:37:58.400000,0 days 01:38:18.400000,Q4,0 days 00:11:56.600000,11:56,0 days 00:12:16.600000,12:16
BS4  SRBT,0 days 01:40:44.201000,0 days 01:41:04.201000,Q4,0 days 00:14:42.401000,14:42,0 days 00:15:02.401000,15:02
BS4 JSHC,0 days 00:12:18.101000,0 days 00:12:38.101000,Q1,0 days 00:00:14.900000,00:14,0 days 00:00:34.900000,00:34
BS4 JSHC,0 days 00:14:13.301000,0 days 00:14:33.301000,Q1,0 days 00:02:10.100000,02:10,0 days 00:02:30.100000,02:30
BS4 JSHC,0 days 00:16:55.400000,0 days 00:17:15.400000,Q1,0 days 00:04:52.199000,04:52,0 days 00:05:12.199000,05:12
BS4 JSHC,0 days 00:18:52.701000,0 days 00:19:12.701000,Q1,0 days 00:06:49.500000,06:49,0 days 00:07:09.500000,07:09
BS4 JSHC,0 days 00:23:04.104000,0 days 00:23:24.104000,Q1,0 days 00:11:00.903000,11:00,0 days 00:11:20.903000,11:20
BS4 JSHC,0 days 00:23:24.114000,0 days 00:23:27.100000,Q1,0 days 00:11:20.913000,11:20,0 days 00:11:23.899000,11:23
BS4 JSHC,0 days 00:25:26.100000,0 days 00:25:37.791000,Q1,0 days 00:13:22.899000,13:22,0 days 00:13:34.590000,13:34
BS4 JSHC,0 days 00:25:37.801000,0 days 00:25:52.801000,Q1,0 days 00:13:34.600000,13:34,0 days 00:13:49.600000,13:49
BS4 JSHC,0 days 00:25:56.400000,0 days 00:26:16.400000,Q1,0 days 00:13:53.199000,13:53,0 days 00:14:13.199000,14:13
BS4 JSHC,0 days 00:26:57.300000,0 days 00:27:17.300000,Q1,0 days 00:14:54.099000,14:54,0 days 00:15:14.099000,15:14
BS4 JSHC,0 days 00:35:01.100000,0 days 00:35:21.100000,Q2,0 days 00:01:36.099000,01:36,0 days 00:01:56.099000,01:56
BS4 JSHC,0 days 00:39:04.701000,0 days 00:39:24.701000,Q2,0 days 00:05:39.700000,05:39,0 days 00:05:59.700000,05:59
BS4 JSHC,0 days 00:39:45.205000,0 days 00:40:05.205000,Q2,0 days 00:06:20.204000,06:20,0 days 00:06:40.204000,06:40
BS4 JSHC,0 days 00:42:39,0 days 00:42:59,Q2,0 days 00:09:13.999000,09:13,0 days 00:09:33.999000,09:33
BS4 JSHC,0 days 00:43:06.200000,0 days 00:43:26.200000,Q2,0 days 00:09:41.199000,09:41,0 days 00:10:01.199000,10:01
BS4 JSHC,0 days 00:44:41.301000,0 days 00:45:01.301000,Q2,0 days 00:11:16.300000,11:16,0 days 00:11:36.300000,11:36
BS4 JSHC,0 days 00:46:03.600000,0 days 00:46:23.600000,Q2,0 days 00:12:38.599000,12:38,0 days 00:12:58.599000,12:58
BS4 JSHC,0 days 00:47:13.400000,0 days 00:47:33.400000,Q2,0 days 00:13:48.399000,13:48,0 days 00:14:08.399000,14:08
BS4 JSHC,0 days 01:05:52.300000,0 days 01:06:12.300000,Q3,0 days 00:02:07.099000,02:07,0 days 00:02:27.099000,02:27
BS4 JSHC,0 days 01:07:56.201000,0 days 01:08:16.201000,Q3,0 days 00:04:11,04:11,0 days 00:04:31,04:31
BS4 JSHC,0 days 01:08:57.502000,0 days 01:09:17.502000,Q3,0 days 00:05:12.301000,05:12,0 days 00:05:32.301000,05:32
BS4 JSHC,0 days 01:09:27.900000,0 days 01:09:47.900000,Q3,0 days 00:05:42.699000,05:42,0 days 00:06:02.699000,06:02
BS4 JSHC,0 days 01:09:47.911000,0 days 01:09:58.500000,Q3,0 days 00:06:02.710000,06:02,0 days 00:06:13.299000,06:13
BS4 JSHC,0 days 01:10:44.501000,0 days 01:11:04.501000,Q3,0 days 00:06:59.300000,06:59,0 days 00:07:19.300000,07:19
BS4 JSHC,0 days 01:13:36.600000,0 days 01:13:56.600000,Q3,0 days 00:09:51.399000,09:51,0 days 00:10:11.399000,10:11
BS4 JSHC,0 days 01:15:41.601000,0 days 01:16:01.601000,Q3,0 days 00:11:56.400000,11:56,0 days 00:12:16.400000,12:16
BS4 JSHC,0 days 01:16:01.611000,0 days 01:16:20.300000,Q3,0 days 00:12:16.410000,12:16,0 days 00:12:35.099000,12:35
BS4 JSHC,0 days 01:21:03.600000,0 days 01:21:23.600000,Q3,0 days 00:17:18.399000,17:18,0 days 00:17:38.399000,17:38
BS4 JSHC,0 days 01:21:23.610000,0 days 01:21:43.500000,Q3,0 days 00:17:38.409000,17:38,0 days 00:17:58.299000,17:58
BS4 JSHC,0 days 01:21:43.510000,0 days 01:21:56.800000,Q3,0 days 00:17:58.309000,17:58,0 days 00:18:11.599000,18:11
BS4 JSHC,0 days 01:22:17.400000,0 days 01:22:37.400000,Q3,0 days 00:18:32.199000,18:32,0 days 00:18:52.199000,18:52
BS4 JSHC,0 days 01:27:17.400000,0 days 01:27:37.400000,Q4,0 days 00:01:15.600000,01:15,0 days 00:01:35.600000,01:35
BS4 JSHC,0 days 01:28:13.101000,0 days 01:28:33.101000,Q4,0 days 00:02:11.301000,02:11,0 days 00:02:31.301000,02:31
BS4 JSHC,0 days 01:30:32.601000,0 days 01:30:52.601000,Q4,0 days 00:04:30.801000,04:30,0 days 00:04:50.801000,04:50
BS4 JSHC,0 days 01:31:37.801000,0 days 01:31:57.801000,Q4,0 days 00:05:36.001000,05:36,0 days 00:05:56.001000,05:56
BS4 JSHC,0 days 01:31:57.811000,0 days 01:32:14,Q4,0 days 00:05:56.011000,05:56,0 days 00:06:12.200000,06:12
BS4 JSHC,0 days 01:34:40.400000,0 days 01:35:00.400000,Q4,0 days 00:08:38.600000,08:38,0 days 00:08:58.600000,08:58
BS4 JSHC,0 days 01:36:21.101000,0 days 01:36:41.101000,Q4,0 days 00:10:19.301000,10:19,0 days 00:10:39.301000,10:39
BS4 JSHC,0 days 01:36:57.501000,0 days 01:37:17.501000,Q4,0 days 00:10:55.701000,10:55,0 days 00:11:15.701000,11:15
BS4 JSHC,0 days 01:37:28.501000,0 days 01:37:48.501000,Q4,0 days 00:11:26.701000,11:26,0 days 00:11:46.701000,11:46
BS4 JSHC,0 days 01:37:48.511000,0 days 01:37:59.101000,Q4,0 days 00:11:46.711000,11:46,0 days 00:11:57.301000,11:57
BS4 JSHC,0 days 01:39:07.900000,0 days 01:39:27.900000,Q4,0 days 00:13:06.100000,13:06,0 days 00:13:26.100000,13:26
BS4 JSHC,0 days 01:39:28.609000,0 days 01:39:48.609000,Q4,0 days 00:13:26.809000,13:26,0 days 00:13:46.809000,13:46
BS5   SRBT,0 days 00:13:38.800000,0 days 00:13:58.800000,Q1,0 days 00:01:35.599000,01:35,0 days 00:01:55.599000,01:55
BS5   SRBT,0 days 00:15:48.800000,0 days 00:16:08.800000,Q1,0 days 00:03:45.599000,03:45,0 days 00:04:05.599000,04:05
BS5   SRBT,0 days 00:17:42,0 days 00:18:02,Q1,0 days 00:05:38.799000,05:38,0 days 00:05:58.799000,05:58
BS5   SRBT,0 days 00:22:23.400000,0 days 00:22:43.400000,Q1,0 days 00:10:20.199000,10:20,0 days 00:10:40.199000,10:40
BS5   SRBT,0 days 00:27:30.300000,0 days 00:27:50.300000,Q1,0 days 00:15:27.099000,15:27,0 days 00:15:47.099000,15:47
BS5   SRBT,0 days 00:36:04.800000,0 days 00:36:24.800000,Q2,0 days 00:02:39.799000,02:39,0 days 00:02:59.799000,02:59
BS5   SRBT,0 days 01:14:37.200000,0 days 01:14:57.200000,Q3,0 days 00:10:51.999000,10:51,0 days 00:11:11.999000,11:11
BS5   SRBT,0 days 01:27:32.001000,0 days 01:27:52.001000,Q4,0 days 00:01:30.201000,01:30,0 days 00:01:50.201000,01:50
BS5   SRBT,0 days 01:33:01.500000,0 days 01:33:21.500000,Q4,0 days 00:06:59.700000,06:59,0 days 00:07:19.700000,07:19
BS5   SRBT,0 days 01:38:06.101000,0 days 01:38:26.101000,Q4,0 days 00:12:04.301000,12:04,0 days 00:12:24.301000,12:24
BS5 JSHC,0 days 00:14:20.301000,0 days 00:14:40.301000,Q1,0 days 00:02:17.100000,02:17,0 days 00:02:37.100000,02:37
BS5 JSHC,0 days 00:16:08.700000,0 days 00:16:28.700000,Q1,0 days 00:04:05.499000,04:05,0 days 00:04:25.499000,04:25
BS5 JSHC,0 days 00:16:43.300000,0 days 00:17:03.300000,Q1,0 days 00:04:40.099000,04:40,0 days 00:05:00.099000,05:00
BS5 JSHC,0 days 00:17:03.400000,0 days 00:17:23.400000,Q1,0 days 00:05:00.199000,05:00,0 days 00:05:20.199000,05:20
BS5 JSHC,0 days 00:26:04.001000,0 days 00:26:24.001000,Q1,0 days 00:14:00.800000,14:00,0 days 00:14:20.800000,14:20
BS5 JSHC,0 days 00:27:03.800000,0 days 00:27:23.800000,Q1,0 days 00:15:00.599000,15:00,0 days 00:15:20.599000,15:20
BS5 JSHC,0 days 00:29:50.300000,0 days 00:30:10.300000,Q1,0 days 00:17:47.099000,17:47,0 days 00:18:07.099000,18:07
BS5 JSHC,0 days 00:41:34.400000,0 days 00:41:54.400000,Q2,0 days 00:08:09.399000,08:09,0 days 00:08:29.399000,08:29
BS5 JSHC,0 days 00:43:17.600000,0 days 00:43:37.600000,Q2,0 days 00:09:52.599000,09:52,0 days 00:10:12.599000,10:12
BS5 JSHC,0 days 01:11:06.301000,0 days 01:11:26.301000,Q3,0 days 00:07:21.100000,07:21,0 days 00:07:41.100000,07:41
BS5 JSHC,0 days 01:14:51,0 days 01:15:11,Q3,0 days 00:11:05.799000,11:05,0 days 00:11:25.799000,11:25
BS5 JSHC,0 days 01:22:26.802000,0 days 01:22:46.802000,Q3,0 days 00:18:41.601000,18:41,0 days 00:19:01.601000,19:01
BS5 JSHC,0 days 01:28:26.100000,0 days 01:28:46.100000,Q4,0 days 00:02:24.300000,02:24,0 days 00:02:44.300000,02:44
BS5 JSHC,0 days 01:31:43.204000,0 days 01:32:03.204000,Q4,0 days 00:05:41.404000,05:41,0 days 00:06:01.404000,06:01
BS5 JSHC,0 days 01:35:13.601000,0 days 01:35:33.601000,Q4,0 days 00:09:11.801000,09:11,0 days 00:09:31.801000,09:31
BS5 JSHC,0 days 01:35:33.610000,0 days 01:35:48.001000,Q4,0 days 00:09:31.810000,09:31,0 days 00:09:46.201000,09:46
BS5 JSHC,0 days 01:37:05.104000,0 days 01:37:25.104000,Q4,0 days 00:11:03.304000,11:03,0 days 00:11:23.304000,11:23
BS5 JSHC,0 days 01:40:06.500000,0 days 01:40:26.500000,Q4,0 days 00:14:04.700000,14:04,0 days 00:14:24.700000,14:24
BW1  JSHC,0 days 00:14:02.600000,0 days 00:14:22.600000,Q1,0 days 00:01:59.399000,01:59,0 days 00:02:19.399000,02:19
BW1  JSHC,0 days 00:41:56.602000,0 days 00:42:16.602000,Q2,0 days 00:08:31.601000,08:31,0 days 00:08:51.601000,08:51
BW1  JSHC,0 days 00:45:56.500000,0 days 00:46:16.500000,Q2,0 days 00:12:31.499000,12:31,0 days 00:12:51.499000,12:51
BW1  JSHC,0 days 00:46:43.803000,0 days 00:47:03.803000,Q2,0 days 00:13:18.802000,13:18,0 days 00:13:38.802000,13:38
BW1  JSHC,0 days 00:49:25.801000,0 days 00:49:45.801000,Q2,0 days 00:16:00.800000,16:00,0 days 00:16:20.800000,16:20
BW1  JSHC,0 days 00:52:53.600000,0 days 00:53:13.600000,Q2,0 days 00:19:28.599000,19:28,0 days 00:19:48.599000,19:48
BW1 SRBT,0 days 00:41:37.900000,0 days 00:41:57.900000,Q2,0 days 00:08:12.899000,08:12,0 days 00:08:32.899000,08:32
BW1 SRBT,0 days 01:13:39.500000,0 days 01:13:59.500000,Q3,0 days 00:09:54.299000,09:54,0 days 00:10:14.299000,10:14
BW1 SRBT,0 days 01:14:55.543000,0 days 01:15:15.543000,Q3,0 days 00:11:10.342000,11:10,0 days 00:11:30.342000,11:30
BW1 SRBT,0 days 01:34:22.004000,0 days 01:34:42.004000,Q4,0 days 00:08:20.204000,08:20,0 days 00:08:40.204000,08:40
BW1 SRBT,0 days 01:39:13.007000,0 days 01:39:33.007000,Q4,0 days 00:13:11.207000,13:11,0 days 00:13:31.207000,13:31
BW1 SRBT,0 days 01:40:32.405000,0 days 01:40:52.405000,Q4,0 days 00:14:30.605000,14:30,0 days 00:14:50.605000,14:50
BW2  SRBT,0 days 00:45:24.603000,0 days 00:45:44.603000,Q2,0 days 00:11:59.602000,11:59,0 days 00:12:19.602000,12:19
BW3 JSHC,0 days 00:41:12,0 days 00:41:32,Q2,0 days 00:07:46.999000,07:46,0 days 00:08:06.999000,08:06
BW3 JSHC,0 days 01:39:37.600000,0 days 01:39:57.600000,Q4,0 days 00:13:35.800000,13:35,0 days 00:13:55.800000,13:55
BW4 JSHC,0 days 00:29:45.700000,0 days 00:30:05.700000,Q1,0 days 00:17:42.499000,17:42,0 days 00:18:02.499000,18:02
BW4 JSHC,0 days 01:08:53.901000,0 days 01:09:13.901000,Q3,0 days 00:05:08.700000,05:08,0 days 00:05:28.700000,05:28
Circle Entry JSHC,0 days 00:16:14.101000,0 days 00:16:34.101000,Q1,0 days 00:04:10.900000,04:10,0 days 00:04:30.900000,04:30
Circle Entry JSHC,0 days 00:20:10.901000,0 days 00:20:30.901000,Q1,0 days 00:08:07.700000,08:07,0 days 00:08:27.700000,08:27
Circle Entry JSHC,0 days 00:29:52.300000,0 days 00:30:12.300000,Q1,0 days 00:17:49.099000,17:49,0 days 00:18:09.099000,18:09
Circle Entry JSHC,0 days 00:38:40.900000,0 days 00:39:00.900000,Q2,0 days 00:05:15.899000,05:15,0 days 00:05:35.899000,05:35
Circle Entry JSHC,0 days 00:39:45.600000,0 days 00:40:05.600000,Q2,0 days 00:06:20.599000,06:20,0 days 00:06:40.599000,06:40
Circle Entry JSHC,0 days 00:46:07.100000,0 days 00:46:27.100000,Q2,0 days 00:12:42.099000,12:42,0 days 00:13:02.099000,13:02
Circle Entry JSHC,0 days 00:47:22.300000,0 days 00:47:42.300000,Q2,0 days 00:13:57.299000,13:57,0 days 00:14:17.299000,14:17
Circle Entry JSHC,0 days 01:05:55.505000,0 days 01:06:15.505000,Q3,0 days 00:02:10.304000,02:10,0 days 00:02:30.304000,02:30
