player,start_time,end_time,quarter,match_delta,match_time,match_end_delta,match_end_time
1st Runner ,0 days 00:18:35.900000,0 days 00:18:55.900000,Q1,0 days 00:06:32.699000,06:32,0 days 00:06:52.699000,06:52
1st Runner ,0 days 00:21:25.201000,0 days 00:21:45.201000,Q1,0 days 00:09:22,09:22,0 days 00:09:42,09:42
1st Runner ,0 days 00:25:18.600000,0 days 00:25:38.600000,Q1,0 days 00:13:15.399000,13:15,0 days 00:13:35.399000,13:35
25 Entry  JSHC,0 days 00:14:13.301000,0 days 00:14:33.301000,Q1,0 days 00:02:10.100000,02:10,0 days 00:02:30.100000,02:30
25 Entry  JSHC,0 days 00:16:55.400000,0 days 00:17:15.400000,Q1,0 days 00:04:52.199000,04:52,0 days 00:05:12.199000,05:12
25 Entry  JSHC,0 days 00:23:04.104000,0 days 00:23:24.104000,Q1,0 days 00:11:00.903000,11:00,0 days 00:11:20.903000,11:20
25 Entry  JSHC,0 days 00:25:56.400000,0 days 00:26:16.400000,Q1,0 days 00:13:53.199000,13:53,0 days 00:14:13.199000,14:13
25 Entry  JSHC,0 days 00:26:57.300000,0 days 00:27:17.300000,Q1,0 days 00:14:54.099000,14:54,0 days 00:15:14.099000,15:14
25 Entry  JSHC,0 days 00:35:01.100000,0 days 00:35:21.100000,Q2,0 days 00:01:36.099000,01:36,0 days 00:01:56.099000,01:56
25 Entry  JSHC,0 days 00:39:45.205000,0 days 00:40:05.205000,Q2,0 days 00:06:20.204000,06:20,0 days 00:06:40.204000,06:40
25 Entry  JSHC,0 days 00:43:06.200000,0 days 00:43:26.200000,Q2,0 days 00:09:41.199000,09:41,0 days 00:10:01.199000,10:01
25 Entry  JSHC,0 days 00:44:41.301000,0 days 00:45:01.301000,Q2,0 days 00:11:16.300000,11:16,0 days 00:11:36.300000,11:36
25 Entry  JSHC,0 days 00:46:03.600000,0 days 00:46:23.600000,Q2,0 days 00:12:38.599000,12:38,0 days 00:12:58.599000,12:58
25 Entry  JSHC,0 days 00:47:13.400000,0 days 00:47:33.400000,Q2,0 days 00:13:48.399000,13:48,0 days 00:14:08.399000,14:08
25 Entry  JSHC,0 days 01:05:52.300000,0 days 01:06:12.300000,Q3,0 days 00:02:07.099000,02:07,0 days 00:02:27.099000,02:27
25 Entry  JSHC,0 days 01:07:56.201000,0 days 01:08:16.201000,Q3,0 days 00:04:11,04:11,0 days 00:04:31,04:31
25 Entry  JSHC,0 days 01:09:38.500000,0 days 01:09:58.500000,Q3,0 days 00:05:53.299000,05:53,0 days 00:06:13.299000,06:13
25 Entry  JSHC,0 days 01:10:44.501000,0 days 01:11:04.501000,Q3,0 days 00:06:59.300000,06:59,0 days 00:07:19.300000,07:19
25 Entry  JSHC,0 days 01:13:36.600000,0 days 01:13:56.600000,Q3,0 days 00:09:51.399000,09:51,0 days 00:10:11.399000,10:11
25 Entry  JSHC,0 days 01:15:41.601000,0 days 01:16:01.601000,Q3,0 days 00:11:56.400000,11:56,0 days 00:12:16.400000,12:16
25 Entry  JSHC,0 days 01:21:23.500000,0 days 01:21:43.500000,Q3,0 days 00:17:38.299000,17:38,0 days 00:17:58.299000,17:58
25 Entry  JSHC,0 days 01:22:17.400000,0 days 01:22:37.400000,Q3,0 days 00:18:32.199000,18:32,0 days 00:18:52.199000,18:52
25 Entry  JSHC,0 days 01:28:13.101000,0 days 01:28:33.101000,Q4,0 days 00:02:11.301000,02:11,0 days 00:02:31.301000,02:31
25 Entry  JSHC,0 days 01:30:32.601000,0 days 01:30:52.601000,Q4,0 days 00:04:30.801000,04:30,0 days 00:04:50.801000,04:50
25 Entry  JSHC,0 days 01:31:37.801000,0 days 01:31:57.801000,Q4,0 days 00:05:36.001000,05:36,0 days 00:05:56.001000,05:56
25 Entry  JSHC,0 days 01:34:40.400000,0 days 01:35:00.400000,Q4,0 days 00:08:38.600000,08:38,0 days 00:08:58.600000,08:58
25 Entry  JSHC,0 days 01:36:57.501000,0 days 01:37:17.501000,Q4,0 days 00:10:55.701000,10:55,0 days 00:11:15.701000,11:15
25 Entry  JSHC,0 days 01:39:07.900000,0 days 01:39:27.900000,Q4,0 days 00:13:06.100000,13:06,0 days 00:13:26.100000,13:26
25 Entry SRBT,0 days 00:12:41.100000,0 days 00:13:01.100000,Q1,0 days 00:00:37.899000,00:37,0 days 00:00:57.899000,00:57
25 Entry SRBT,0 days 00:13:32.800000,0 days 00:13:52.800000,Q1,0 days 00:01:29.599000,01:29,0 days 00:01:49.599000,01:49
25 Entry SRBT,0 days 00:13:58.100000,0 days 00:14:18.100000,Q1,0 days 00:01:54.899000,01:54,0 days 00:02:14.899000,02:14
25 Entry SRBT,0 days 00:15:42.701000,0 days 00:16:02.701000,Q1,0 days 00:03:39.500000,03:39,0 days 00:03:59.500000,03:59
25 Entry SRBT,0 days 00:17:34.800000,0 days 00:17:54.800000,Q1,0 days 00:05:31.599000,05:31,0 days 00:05:51.599000,05:51
25 Entry SRBT,0 days 00:22:16.401000,0 days 00:22:34.841000,Q1,0 days 00:10:13.200000,10:13,0 days 00:10:31.640000,10:31
25 Entry SRBT,0 days 00:22:34.851000,0 days 00:22:36.401000,Q1,0 days 00:10:31.650000,10:31,0 days 00:10:33.200000,10:33
25 Entry SRBT,0 days 00:27:17.601000,0 days 00:27:37.601000,Q1,0 days 00:15:14.400000,15:14,0 days 00:15:34.400000,15:34
25 Entry SRBT,0 days 00:30:20.001000,0 days 00:30:40.001000,Q1,0 days 00:18:16.800000,18:16,0 days 00:18:36.800000,18:36
25 Entry SRBT,0 days 00:35:47.701000,0 days 00:36:07.701000,Q2,0 days 00:02:22.700000,02:22,0 days 00:02:42.700000,02:42
25 Entry SRBT,0 days 00:37:52.101000,0 days 00:38:12.101000,Q2,0 days 00:04:27.100000,04:27,0 days 00:04:47.100000,04:47
25 Entry SRBT,0 days 00:41:55,0 days 00:42:15,Q2,0 days 00:08:29.999000,08:29,0 days 00:08:49.999000,08:49
25 Entry SRBT,0 days 00:46:40.400000,0 days 00:47:00.400000,Q2,0 days 00:13:15.399000,13:15,0 days 00:13:35.399000,13:35
25 Entry SRBT,0 days 00:49:43.704000,0 days 00:50:03.704000,Q2,0 days 00:16:18.703000,16:18,0 days 00:16:38.703000,16:38
25 Entry SRBT,0 days 00:52:38.601000,0 days 00:52:58.601000,Q2,0 days 00:19:13.600000,19:13,0 days 00:19:33.600000,19:33
25 Entry SRBT,0 days 01:03:52.801000,0 days 01:04:12.801000,Q3,0 days 00:00:07.600000,00:07,0 days 00:00:27.600000,00:27
25 Entry SRBT,0 days 01:10:11.300000,0 days 01:10:31.300000,Q3,0 days 00:06:26.099000,06:26,0 days 00:06:46.099000,06:46
25 Entry SRBT,0 days 01:13:59.201000,0 days 01:14:19.201000,Q3,0 days 00:10:14,10:14,0 days 00:10:34,10:34
25 Entry SRBT,0 days 01:15:10.900000,0 days 01:15:30.900000,Q3,0 days 00:11:25.699000,11:25,0 days 00:11:45.699000,11:45
25 Entry SRBT,0 days 01:16:18.600000,0 days 01:16:38.600000,Q3,0 days 00:12:33.399000,12:33,0 days 00:12:53.399000,12:53
25 Entry SRBT,0 days 01:27:24.601000,0 days 01:27:44.601000,Q4,0 days 00:01:22.801000,01:22,0 days 00:01:42.801000,01:42
25 Entry SRBT,0 days 01:35:47.801000,0 days 01:36:07.801000,Q4,0 days 00:09:46.001000,09:46,0 days 00:10:06.001000,10:06
25 Entry SRBT,0 days 01:37:58.400000,0 days 01:38:18.400000,Q4,0 days 00:11:56.600000,11:56,0 days 00:12:16.600000,12:16
25 Entry SRBT,0 days 01:40:44.201000,0 days 01:41:04.201000,Q4,0 days 00:14:42.401000,14:42,0 days 00:15:02.401000,15:02
65 Press,0 days 00:19:05.900000,0 days 00:19:25.900000,Q1,0 days 00:07:02.699000,07:02,0 days 00:07:22.699000,07:22
65 Press,0 days 00:26:33.101000,0 days 00:26:53.101000,Q1,0 days 00:14:29.900000,14:29,0 days 00:14:49.900000,14:49
65 Press,0 days 00:46:59.101000,0 days 00:47:19.101000,Q2,0 days 00:13:34.100000,13:34,0 days 00:13:54.100000,13:54
65 Press,0 days 01:13:24.400000,0 days 01:13:44.400000,Q3,0 days 00:09:39.199000,09:39,0 days 00:09:59.199000,09:59
65 Press,0 days 01:29:22.200000,0 days 01:29:42.200000,Q4,0 days 00:03:20.400000,03:20,0 days 00:03:40.400000,03:40
65 Press,0 days 01:30:07.701000,0 days 01:30:27.701000,Q4,0 days 00:04:05.901000,04:05,0 days 00:04:25.901000,04:25
Aerials   SRBT,0 days 01:03:48.801000,0 days 01:04:08.801000,Q3,0 days 00:00:03.600000,00:03,0 days 00:00:23.600000,00:23
Aerials   SRBT,0 days 01:14:31.301000,0 days 01:14:51.301000,Q3,0 days 00:10:46.100000,10:46,0 days 00:11:06.100000,11:06
Aerials   SRBT,0 days 01:36:26.400000,0 days 01:36:46.400000,Q4,0 days 00:10:24.600000,10:24,0 days 00:10:44.600000,10:44
Aerials   SRBT,0 days 01:40:15.400000,0 days 01:40:35.400000,Q4,0 days 00:14:13.600000,14:13,0 days 00:14:33.600000,14:33
Aerials JSHC,0 days 00:16:01.300000,0 days 00:16:21.300000,Q1,0 days 00:03:58.099000,03:58,0 days 00:04:18.099000,04:18
Aerials JSHC,0 days 00:16:51.101000,0 days 00:17:11.101000,Q1,0 days 00:04:47.900000,04:47,0 days 00:05:07.900000,05:07
Aerials JSHC,0 days 00:20:07.201000,0 days 00:20:27.201000,Q1,0 days 00:08:04,08:04,0 days 00:08:24,08:24
Aerials JSHC,0 days 00:23:01.700000,0 days 00:23:21.700000,Q1,0 days 00:10:58.499000,10:58,0 days 00:11:18.499000,11:18
Aerials JSHC,0 days 00:38:06.700000,0 days 00:38:26.700000,Q2,0 days 00:04:41.699000,04:41,0 days 00:05:01.699000,05:01
Aerials JSHC,0 days 00:39:44.101000,0 days 00:40:04.101000,Q2,0 days 00:06:19.100000,06:19,0 days 00:06:39.100000,06:39
Aerials JSHC,0 days 00:42:31.300000,0 days 00:42:51.300000,Q2,0 days 00:09:06.299000,09:06,0 days 00:09:26.299000,09:26
Aerials JSHC,0 days 00:43:01.701000,0 days 00:43:21.701000,Q2,0 days 00:09:36.700000,09:36,0 days 00:09:56.700000,09:56
Aerials JSHC,0 days 01:10:16.500000,0 days 01:10:36.500000,Q3,0 days 00:06:31.299000,06:31,0 days 00:06:51.299000,06:51
Aerials JSHC,0 days 01:10:40.600000,0 days 01:11:00.600000,Q3,0 days 00:06:55.399000,06:55,0 days 00:07:15.399000,07:15
Aerials JSHC,0 days 01:21:20.601000,0 days 01:21:40.601000,Q3,0 days 00:17:35.400000,17:35,0 days 00:17:55.400000,17:55
Aerials JSHC,0 days 01:27:14.300000,0 days 01:27:34.300000,Q4,0 days 00:01:12.500000,01:12,0 days 00:01:32.500000,01:32
Aerials JSHC,0 days 01:31:30,0 days 01:31:50,Q4,0 days 00:05:28.200000,05:28,0 days 00:05:48.200000,05:48
Aerials JSHC,0 days 01:36:15.101000,0 days 01:36:35.101000,Q4,0 days 00:10:13.301000,10:13,0 days 00:10:33.301000,10:33
AFH (BS5) JSHC,0 days 00:16:08.700000,0 days 00:16:28.700000,Q1,0 days 00:04:05.499000,04:05,0 days 00:04:25.499000,04:25
AFH (BS5) JSHC,0 days 00:41:34.400000,0 days 00:41:54.400000,Q2,0 days 00:08:09.399000,08:09,0 days 00:08:29.399000,08:29
AFH (BS5) JSHC,0 days 00:43:17.600000,0 days 00:43:37.600000,Q2,0 days 00:09:52.599000,09:52,0 days 00:10:12.599000,10:12
AFH (BS5) JSHC,0 days 01:11:06.301000,0 days 01:11:26.301000,Q3,0 days 00:07:21.100000,07:21,0 days 00:07:41.100000,07:41
AFH (BS5) JSHC,0 days 01:14:51,0 days 01:15:11,Q3,0 days 00:11:05.799000,11:05,0 days 00:11:25.799000,11:25
AFH (BS5) JSHC,0 days 01:28:26.100000,0 days 01:28:46.100000,Q4,0 days 00:02:24.300000,02:24,0 days 00:02:44.300000,02:44
AFH (BS5) JSHC,0 days 01:40:06.500000,0 days 01:40:26.500000,Q4,0 days 00:14:04.700000,14:04,0 days 00:14:24.700000,14:24
AFH (BS5) SRBT,0 days 00:13:38.800000,0 days 00:13:58.800000,Q1,0 days 00:01:35.599000,01:35,0 days 00:01:55.599000,01:55
AFH (BS5) SRBT,0 days 00:15:48.800000,0 days 00:16:08.800000,Q1,0 days 00:03:45.599000,03:45,0 days 00:04:05.599000,04:05
AFH (BS5) SRBT,0 days 00:17:42,0 days 00:18:02,Q1,0 days 00:05:38.799000,05:38,0 days 00:05:58.799000,05:58
AFH (BS5) SRBT,0 days 00:22:23.400000,0 days 00:22:43.400000,Q1,0 days 00:10:20.199000,10:20,0 days 00:10:40.199000,10:40
AFH (BS5) SRBT,0 days 00:27:30.300000,0 days 00:27:50.300000,Q1,0 days 00:15:27.099000,15:27,0 days 00:15:47.099000,15:47
AFH (BS5) SRBT,0 days 00:36:04.800000,0 days 00:36:24.800000,Q2,0 days 00:02:39.799000,02:39,0 days 00:02:59.799000,02:59
AFH (BS5) SRBT,0 days 01:33:01.500000,0 days 01:33:21.500000,Q4,0 days 00:06:59.700000,06:59,0 days 00:07:19.700000,07:19
AFH (BS5) SRBT,0 days 01:38:06.101000,0 days 01:38:26.101000,Q4,0 days 00:12:04.301000,12:04,0 days 00:12:24.301000,12:24
BS0 JSHC,0 days 00:14:06.400000,0 days 00:14:26.400000,Q1,0 days 00:02:03.199000,02:03,0 days 00:02:23.199000,02:23
BS0 JSHC,0 days 00:22:31.300000,0 days 00:22:51.300000,Q1,0 days 00:10:28.099000,10:28,0 days 00:10:48.099000,10:48
BS0 JSHC,0 days 00:22:51.310000,0 days 00:23:04.400000,Q1,0 days 00:10:48.109000,10:48,0 days 00:11:01.199000,11:01
BS0 JSHC,0 days 00:27:27.401000,0 days 00:27:47.401000,Q1,0 days 00:15:24.200000,15:24,0 days 00:15:44.200000,15:44
BS0 JSHC,0 days 00:35:55.501000,0 days 00:36:15.501000,Q2,0 days 00:02:30.500000,02:30,0 days 00:02:50.500000,02:50
BS0 JSHC,0 days 00:36:15.511000,0 days 00:36:24.900000,Q2,0 days 00:02:50.510000,02:50,0 days 00:02:59.899000,02:59
BS0 JSHC,0 days 00:38:08.601000,0 days 00:38:28.601000,Q2,0 days 00:04:43.600000,04:43,0 days 00:05:03.600000,05:03
BS0 JSHC,0 days 00:46:00.900000,0 days 00:46:20.900000,Q2,0 days 00:12:35.899000,12:35,0 days 00:12:55.899000,12:55
BS0 JSHC,0 days 01:14:45.400000,0 days 01:15:05.400000,Q3,0 days 00:11:00.199000,11:00,0 days 00:11:20.199000,11:20
BS0 JSHC,0 days 01:15:26.601000,0 days 01:15:46.601000,Q3,0 days 00:11:41.400000,11:41,0 days 00:12:01.400000,12:01
BS0 JSHC,0 days 01:27:39.201000,0 days 01:27:59.201000,Q4,0 days 00:01:37.401000,01:37,0 days 00:01:57.401000,01:57
BS0 JSHC,0 days 01:30:28.001000,0 days 01:30:48.001000,Q4,0 days 00:04:26.201000,04:26,0 days 00:04:46.201000,04:46
BS0 SRBT,0 days 00:12:26,0 days 00:12:46,Q1,0 days 00:00:22.799000,00:22,0 days 00:00:42.799000,00:42
BS0 SRBT,0 days 00:16:20,0 days 00:16:40,Q1,0 days 00:04:16.799000,04:16,0 days 00:04:36.799000,04:36
BS0 SRBT,0 days 00:16:47.401000,0 days 00:17:07.401000,Q1,0 days 00:04:44.200000,04:44,0 days 00:05:04.200000,05:04
BS0 SRBT,0 days 00:29:44.001000,0 days 00:30:04.001000,Q1,0 days 00:17:40.800000,17:40,0 days 00:18:00.800000,18:00
BS0 SRBT,0 days 00:41:42.700000,0 days 00:42:02.700000,Q2,0 days 00:08:17.699000,08:17,0 days 00:08:37.699000,08:37
BS0 SRBT,0 days 01:09:55.301000,0 days 01:10:15.301000,Q3,0 days 00:06:10.100000,06:10,0 days 00:06:30.100000,06:30
BS0 SRBT,0 days 01:11:01.701000,0 days 01:11:21.701000,Q3,0 days 00:07:16.500000,07:16,0 days 00:07:36.500000,07:36
BS0 SRBT,0 days 01:13:42.400000,0 days 01:14:02.400000,Q3,0 days 00:09:57.199000,09:57,0 days 00:10:17.199000,10:17
BS0 SRBT,0 days 01:27:20.900000,0 days 01:27:40.900000,Q4,0 days 00:01:19.100000,01:19,0 days 00:01:39.100000,01:39
BS0 SRBT,0 days 01:30:48.001000,0 days 01:31:08.001000,Q4,0 days 00:04:46.201000,04:46,0 days 00:05:06.201000,05:06
BS0 SRBT,0 days 01:34:26.106000,0 days 01:34:46.106000,Q4,0 days 00:08:24.306000,08:24,0 days 00:08:44.306000,08:44
BS0 SRBT,0 days 01:35:30.400000,0 days 01:35:50.400000,Q4,0 days 00:09:28.600000,09:28,0 days 00:09:48.600000,09:48
BS0 SRBT,0 days 01:36:26.200000,0 days 01:36:33.291000,Q4,0 days 00:10:24.400000,10:24,0 days 00:10:31.491000,10:31
BS0 SRBT,0 days 01:36:33.301000,0 days 01:36:48.301000,Q4,0 days 00:10:31.501000,10:31,0 days 00:10:46.501000,10:46
BS1 JSHC,0 days 00:13:18.201000,0 days 00:13:38.201000,Q1,0 days 00:01:15,01:15,0 days 00:01:35,01:35
BS1 JSHC,0 days 00:13:38.500000,0 days 00:13:58.500000,Q1,0 days 00:01:35.299000,01:35,0 days 00:01:55.299000,01:55
BS1 JSHC,0 days 00:15:18.301000,0 days 00:15:38.301000,Q1,0 days 00:03:15.100000,03:15,0 days 00:03:35.100000,03:35
BS1 JSHC,0 days 00:15:58.301000,0 days 00:16:18.301000,Q1,0 days 00:03:55.100000,03:55,0 days 00:04:15.100000,04:15
BS1 JSHC,0 days 00:16:18.311000,0 days 00:16:24.400000,Q1,0 days 00:04:15.110000,04:15,0 days 00:04:21.199000,04:21
BS1 JSHC,0 days 00:16:52.300000,0 days 00:16:58.090000,Q1,0 days 00:04:49.099000,04:49,0 days 00:04:54.889000,04:54
BS1 JSHC,0 days 00:16:58.100000,0 days 00:17:13.100000,Q1,0 days 00:04:54.899000,04:54,0 days 00:05:09.899000,05:09
BS1 JSHC,0 days 00:18:42.801000,0 days 00:19:02.801000,Q1,0 days 00:06:39.600000,06:39,0 days 00:06:59.600000,06:59
BS1 JSHC,0 days 00:22:23.300000,0 days 00:22:43.300000,Q1,0 days 00:10:20.099000,10:20,0 days 00:10:40.099000,10:40
BS1 JSHC,0 days 00:26:49.400000,0 days 00:27:09.400000,Q1,0 days 00:14:46.199000,14:46,0 days 00:15:06.199000,15:06
BS1 JSHC,0 days 00:28:11.300000,0 days 00:28:31.300000,Q1,0 days 00:16:08.099000,16:08,0 days 00:16:28.099000,16:28
BS1 JSHC,0 days 00:33:29.900000,0 days 00:33:49.900000,Q2,0 days 00:00:04.899000,00:04,0 days 00:00:24.899000,00:24
BS1 JSHC,0 days 00:34:47.800000,0 days 00:35:07.800000,Q2,0 days 00:01:22.799000,01:22,0 days 00:01:42.799000,01:42
BS1 JSHC,0 days 00:42:00.500000,0 days 00:42:20.500000,Q2,0 days 00:08:35.499000,08:35,0 days 00:08:55.499000,08:55
BS1 JSHC,0 days 00:42:33.401000,0 days 00:42:53.401000,Q2,0 days 00:09:08.400000,09:08,0 days 00:09:28.400000,09:28
BS1 JSHC,0 days 00:45:34.308000,0 days 00:45:54.308000,Q2,0 days 00:12:09.307000,12:09,0 days 00:12:29.307000,12:29
BS1 JSHC,0 days 00:46:47.201000,0 days 00:47:07.201000,Q2,0 days 00:13:22.200000,13:22,0 days 00:13:42.200000,13:42
BS1 JSHC,0 days 00:49:29.101000,0 days 00:49:49.101000,Q2,0 days 00:16:04.100000,16:04,0 days 00:16:24.100000,16:24
BS1 JSHC,0 days 00:51:30.801000,0 days 00:51:50.801000,Q2,0 days 00:18:05.800000,18:05,0 days 00:18:25.800000,18:25
BS1 JSHC,0 days 01:10:18.701000,0 days 01:10:38.701000,Q3,0 days 00:06:33.500000,06:33,0 days 00:06:53.500000,06:53
BS1 JSHC,0 days 01:31:18.101000,0 days 01:31:36.691000,Q4,0 days 00:05:16.301000,05:16,0 days 00:05:34.891000,05:34
BS1 JSHC,0 days 01:31:36.701000,0 days 01:31:51.701000,Q4,0 days 00:05:34.901000,05:34,0 days 00:05:49.901000,05:49
BS1 JSHC,0 days 01:32:57.600000,0 days 01:33:17.600000,Q4,0 days 00:06:55.800000,06:55,0 days 00:07:15.800000,07:15
BS1 JSHC,0 days 01:40:52.200000,0 days 01:41:12.200000,Q4,0 days 00:14:50.400000,14:50,0 days 00:15:10.400000,15:10
BS1 SRBT,0 days 00:16:06.100000,0 days 00:16:16.790000,Q1,0 days 00:04:02.899000,04:02,0 days 00:04:13.589000,04:13
BS1 SRBT,0 days 00:16:16.800000,0 days 00:16:31.800000,Q1,0 days 00:04:13.599000,04:13,0 days 00:04:28.599000,04:28
BS1 SRBT,0 days 00:17:16.100000,0 days 00:17:36.100000,Q1,0 days 00:05:12.899000,05:12,0 days 00:05:32.899000,05:32
BS1 SRBT,0 days 00:18:58.300000,0 days 00:19:18.300000,Q1,0 days 00:06:55.099000,06:55,0 days 00:07:15.099000,07:15
BS1 SRBT,0 days 00:23:06.801000,0 days 00:23:26.801000,Q1,0 days 00:11:03.600000,11:03,0 days 00:11:23.600000,11:23
BS1 SRBT,0 days 00:26:10.701000,0 days 00:26:30.701000,Q1,0 days 00:14:07.500000,14:07,0 days 00:14:27.500000,14:27
BS1 SRBT,0 days 00:27:08.701000,0 days 00:27:28.701000,Q1,0 days 00:15:05.500000,15:05,0 days 00:15:25.500000,15:25
BS1 SRBT,0 days 00:30:00.600000,0 days 00:30:20.600000,Q1,0 days 00:17:57.399000,17:57,0 days 00:18:17.399000,18:17
BS1 SRBT,0 days 00:35:07.908000,0 days 00:35:27.908000,Q2,0 days 00:01:42.907000,01:42,0 days 00:02:02.907000,02:02
BS1 SRBT,0 days 00:35:35.507000,0 days 00:35:55.507000,Q2,0 days 00:02:10.506000,02:10,0 days 00:02:30.506000,02:30
BS1 SRBT,0 days 00:41:33.100000,0 days 00:41:53.100000,Q2,0 days 00:08:08.099000,08:08,0 days 00:08:28.099000,08:28
BS1 SRBT,0 days 00:41:53.110000,0 days 00:42:08.900000,Q2,0 days 00:08:28.109000,08:28,0 days 00:08:43.899000,08:43
BS1 SRBT,0 days 00:43:12.100000,0 days 00:43:32.100000,Q2,0 days 00:09:47.099000,09:47,0 days 00:10:07.099000,10:07
BS1 SRBT,0 days 00:46:11.501000,0 days 00:46:31.501000,Q2,0 days 00:12:46.500000,12:46,0 days 00:13:06.500000,13:06
BS1 SRBT,0 days 00:51:58.700000,0 days 00:52:18.700000,Q2,0 days 00:18:33.699000,18:33,0 days 00:18:53.699000,18:53
BS1 SRBT,0 days 00:52:36.900000,0 days 00:52:56.900000,Q2,0 days 00:19:11.899000,19:11,0 days 00:19:31.899000,19:31
BS1 SRBT,0 days 01:06:01.401000,0 days 01:06:21.401000,Q3,0 days 00:02:16.200000,02:16,0 days 00:02:36.200000,02:36
BS1 SRBT,0 days 01:15:02.300000,0 days 01:15:22.300000,Q3,0 days 00:11:17.099000,11:17,0 days 00:11:37.099000,11:37
BS1 SRBT,0 days 01:21:31.500000,0 days 01:21:51.500000,Q3,0 days 00:17:46.299000,17:46,0 days 00:18:06.299000,18:06
BS1 SRBT,0 days 01:28:21.300000,0 days 01:28:41.300000,Q4,0 days 00:02:19.500000,02:19,0 days 00:02:39.500000,02:39
BS1 SRBT,0 days 01:29:17.401000,0 days 01:29:37.401000,Q4,0 days 00:03:15.601000,03:15,0 days 00:03:35.601000,03:35
BS1 SRBT,0 days 01:31:50.102000,0 days 01:32:10.102000,Q4,0 days 00:05:48.302000,05:48,0 days 00:06:08.302000,06:08
BS1 SRBT,0 days 01:35:39.601000,0 days 01:35:59.601000,Q4,0 days 00:09:37.801000,09:37,0 days 00:09:57.801000,09:57
BS1 SRBT,0 days 01:37:11.905000,0 days 01:37:31.905000,Q4,0 days 00:11:10.105000,11:10,0 days 00:11:30.105000,11:30
BS1 SRBT,0 days 01:39:16.902000,0 days 01:39:36.902000,Q4,0 days 00:13:15.102000,13:15,0 days 00:13:35.102000,13:35
BS1 SRBT,0 days 01:39:36.912000,0 days 01:39:42.907000,Q4,0 days 00:13:35.112000,13:35,0 days 00:13:41.107000,13:41
BS1 SRBT,0 days 01:40:01.701000,0 days 01:40:21.701000,Q4,0 days 00:13:59.901000,13:59,0 days 00:14:19.901000,14:19
BS1 SRBT,0 days 01:40:21.710000,0 days 01:40:23.890000,Q4,0 days 00:14:19.910000,14:19,0 days 00:14:22.090000,14:22
BS1 SRBT,0 days 01:40:23.900000,0 days 01:40:38.900000,Q4,0 days 00:14:22.100000,14:22,0 days 00:14:37.100000,14:37
BS1 SRBT,0 days 01:40:38.910000,0 days 01:40:55.801000,Q4,0 days 00:14:37.110000,14:37,0 days 00:14:54.001000,14:54
BS2  SRBT,0 days 00:12:13.500000,0 days 00:12:33.500000,Q1,0 days 00:00:10.299000,00:10,0 days 00:00:30.299000,00:30
BS2  SRBT,0 days 00:12:33.510000,0 days 00:12:50.900000,Q1,0 days 00:00:30.309000,00:30,0 days 00:00:47.699000,00:47
BS2  SRBT,0 days 00:17:33.300000,0 days 00:17:53.300000,Q1,0 days 00:05:30.099000,05:30,0 days 00:05:50.099000,05:50
BS2  SRBT,0 days 00:19:24,0 days 00:19:44,Q1,0 days 00:07:20.799000,07:20,0 days 00:07:40.799000,07:40
BS2  SRBT,0 days 00:19:44.010000,0 days 00:20:02.501000,Q1,0 days 00:07:40.809000,07:40,0 days 00:07:59.300000,07:59
BS2  SRBT,0 days 00:27:39.801000,0 days 00:27:59.801000,Q1,0 days 00:15:36.600000,15:36,0 days 00:15:56.600000,15:56
BS2  SRBT,0 days 00:34:05.900000,0 days 00:34:25.900000,Q2,0 days 00:00:40.899000,00:40,0 days 00:01:00.899000,01:00
BS2  SRBT,0 days 00:35:00.402000,0 days 00:35:20.402000,Q2,0 days 00:01:35.401000,01:35,0 days 00:01:55.401000,01:55
BS2  SRBT,0 days 00:35:46.700000,0 days 00:36:06.700000,Q2,0 days 00:02:21.699000,02:21,0 days 00:02:41.699000,02:41
BS2  SRBT,0 days 00:44:32.201000,0 days 00:44:52.201000,Q2,0 days 00:11:07.200000,11:07,0 days 00:11:27.200000,11:27
BS2  SRBT,0 days 00:45:31.805000,0 days 00:45:51.805000,Q2,0 days 00:12:06.804000,12:06,0 days 00:12:26.804000,12:26
BS2  SRBT,0 days 01:28:35.200000,0 days 01:28:55.200000,Q4,0 days 00:02:33.400000,02:33,0 days 00:02:53.400000,02:53
BS2  SRBT,0 days 01:36:41.300000,0 days 01:37:01.300000,Q4,0 days 00:10:39.500000,10:39,0 days 00:10:59.500000,10:59
BS2 JSHC,0 days 00:14:12.100000,0 days 00:14:32.110000,Q1,0 days 00:02:08.899000,02:08,0 days 00:02:28.909000,02:28
BS2 JSHC,0 days 00:15:32.800000,0 days 00:15:52.800000,Q1,0 days 00:03:29.599000,03:29,0 days 00:03:49.599000,03:49
BS2 JSHC,0 days 00:23:03.800000,0 days 00:23:23.800000,Q1,0 days 00:11:00.599000,11:00,0 days 00:11:20.599000,11:20
BS2 JSHC,0 days 00:33:37.201000,0 days 00:33:57.201000,Q2,0 days 00:00:12.200000,00:12,0 days 00:00:32.200000,00:32
BS2 JSHC,0 days 00:38:26.400000,0 days 00:38:46.400000,Q2,0 days 00:05:01.399000,05:01,0 days 00:05:21.399000,05:21
BS2 JSHC,0 days 00:39:46.200000,0 days 00:40:06.200000,Q2,0 days 00:06:21.199000,06:21,0 days 00:06:41.199000,06:41
